   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msnh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,ptm,tele,smon,smpd,smop,hi,res,phdt,op,pvt,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
University of South Carolina,Psychology Services Center,2221 Devine Street,Suite 100,Columbia,SC,29205,,Richland,803-777-7302,,,,http://www.psych.sc.edu/psc,33.998802,-81.013424,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Shore Hospital,,8012 South Crandon Avenue,,Chicago,IL,60617,,Cook,773-356-5000,,773-356-5425,,http://,41.749791,-87.568767,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,,1,,,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,1,,,,,1,,,,1,1,1,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Adolescent Recovery Center,,720 Gracern Road ,Suite 104,Columbia,SC,29210,,Richland,803-296-6829,,,,http://www.palmettohealth.org,34.016833,-81.0854172,MH,2018-01-26 11:20:47.495,1,,,,,1,,,,,,1,1,1,,1,,1,,1,,1,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
South Shore Wellness Program,,2230 East 71st Street,,Chicago,IL,60649,,Cook,773-952-6501,,,773-927-6987,http://www.pilsenwellnesscenter.org,41.766304,-87.570074,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,,,1,1,1,,1,,,1,,1,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,1,,,1,,1,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Waccamaw Center for Mental Health,Williamsburg Clinic,501 Nelson Boulevard,,Kingstree,SC,29556,4026,Williamsburg,843-354-5453,,,800-354-5456,http://www.waccamawmentalhealth.org/,33.660651,-79.820402,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,,1,,,,,1,1,1,,1,,,,,,,1,,1,,1,1,,,1,,,,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,,1,,,1,1,1,1,,,,1,,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Park Hospital/Medical Center,Psychiatric Services,7531 South Stony Island Avenue,,Chicago,IL,60649,3954,Cook,773-947-7500 x7900,Intakes,773-947-7612,773-947-7610,http://www.jacksonparkhospital.org,41.7576761,-87.5851304,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,,1,1,,1,,1,,1,,,1,,1,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,1,,,,1,1,1,,,,1,1,,,,,1,,,,,,1,,,,1,1,1,,1,1,,1,1,,1,1,,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Prairie Services,,16278 Prince Drive,,South Holland,IL,60473,,Cook,708-754-8815,,886-477-8632 x6,,http://www.gpsbh.org,41.598984,-87.586037,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,1,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Sonia Shankman Orthogenic School,,6245 South Ingleside Avenue,,Chicago,IL,60637,,Cook,773-420-2900,,773-420-2894,,http://www.oschool.org,41.7809612,-87.6023422,MH,2017-12-15 17:06:55.707,1,,1,,,,,,,1,1,1,1,1,,,1,1,,1,,1,,,,1,,,,,,,,,,1,,,,1,,1,,,1,1,,,,,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access Behavioral Health Services,CTF Illinois,530 East 162nd Street,,South Holland,IL,60473,,Cook,708-825-1986 x200,,708-825-1986 x211,,http://www.ctfillinois.org,41.6010317,-87.6032182,MH,2018-02-05 16:03:43.731,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,1,1,,,,,,1,,,1,,,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Homeshare TLC Initiative,1848 Pineview Drive,,Columbia,SC,29209,,Richland,803-737-8835,,803-898-8888,,http://,33.9387534,-80.9516576,MH,2018-06-25 11:38:55.884,1,,,,,,,1,,1,1,,1,,,,,,,1,,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,1,1,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,1,,,,1,1,,1,1,1,,,,,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Hospital and Medical Center,Mental Health Unit,2525 Michigan Avenue,4th Floor,Chicago,IL,60616,,Cook,312-567-2219,,,,http://,41.8467822,-87.6213375,MH,2018-10-02 13:49:23.149,1,1,,,,,,,,1,1,1,1,,,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,,,,,1,1,,1,,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,
Ann and Robert H Lurie,Childrens Hospital of Chicago,225 East Chicago Avenue,,Chicago,IL,60611,,Cook,312-227-4000,,800-543-7362,,http://www.luriechildrens.org,41.8962231,-87.6218322,MH,2018-09-18 10:37:22.627,1,1,,,,,,,,1,1,1,1,,1,,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,1,1,1,1,,,,1,,,,1,1,,,1,1,,,,1,,,,,,1,1,1,,,1,1,,1,,,,1,,,,1,1,,,,,,,,1,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeside VA CBOC,,211 East Ontario Street,12th Floor,Chicago,IL,60611,,Cook,312-469-4850,,312-569-8387,,http://www.chicago.va.gov/locations/Lakeside.asp,41.8931057,-87.6220432,MH,2018-03-07 17:08:05.118,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,1,,,,,,1,1,1,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Bernard Hospital,Behavioral Health Services,326 West 64th Street,,Chicago,IL,60621,,Cook,773-962-3900 x4075,,773-962-3900,,http://www.stbh.org,41.7785632,-87.6336764,MH,2018-07-10 11:03:11.344,1,1,,,,,,,,1,,1,1,1,,,,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,1,,1,,1,,,1,1,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington Cnty Comm Mental Health Ctr,Child/Adol and Family Services,305 Palmetto Park Boulevard,,Lexington,SC,29072,,Lexington,803-359-7206,,803-399-9276,,http://www.state.sc.us/dmh/lccmhc/index.html,34.0024688,-81.2069986,MH,2018-06-25 11:39:04.533,1,,,,,,,1,,1,1,1,1,1,1,,1,,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,,,,1,1,,,1,1,,,1,1,,,1,,1,,,1,1,,,1,,,1,,1,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington Cnty Comm MH Center,Emergency Services,301 Palmetto Park Boulevard,,Lexington,SC,29072,,Lexington,803-359-3545,,803-996-1500,,http://www.state.sc.us/dmh/lccmhc/index.html,34.000969,-81.2057503,MH,2018-03-30 14:08:48.962,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,1,1,,1,,,1,,1,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington Cnty Comm MH Ctr,Adult Clinic/Emergency Services,301 A Palmetto Park Boulevard,,Lexington,SC,29072,,Lexington,803-996-1500,,,803-359-3545,http://www.state.sc.us/dmh/lccmhc/index.html,34.000969,-81.2057503,MH,2018-05-30 09:48:15.49,1,,,,,,,1,,1,,1,1,,1,,1,,,1,,1,,,,,,1,,,1,,,,,1,1,1,,1,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Heights VA CBOC,,30 East 15th Street ,Suite 314,Chicago Heights,IL,60411,,Cook,708-754-8880,Intakes,708-574-8880,219-662-5000 x55098,http://www.chicago.va.gov/locations/Chicago_Heights.asp,41.5043222583168,-87.6390925693115,MH,2018-03-07 17:08:04.609,1,,,,,,,,,1,,1,1,,1,,1,,,1,1,,1,,,,,1,,1,,,,,,1,1,1,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,1,1,1,1,,1,,1,1,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood Mental Health Center,,641 West 63rd Street,,Chicago,IL,60621,,Cook,312-747-7496,,,312-747-7498,http://,41.779556,-87.641629,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,,1,1,,1,,1,1,,1,,,1,,,,,1,,,,,1,,,,1,1,,1,,1,,,,,1,1,1,,,,1,1,,,,,1,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn Gresham VA CBOC,,7731 South Halsted Street,,Chicago,IL,60620,,Cook,312-569-7225,Intakes,219-662-5000 x55098,219-662-5000 x55176,http://www.chicago.va.gov/locations/Auburn_Gresham.asp,41.7532461,-87.6438149,MH,2018-03-07 17:08:09.568,1,,,,,,,,,1,,1,1,,1,,1,,,1,1,1,,,,,,1,,1,,,,,,1,,,,1,1,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,1,,,,1,1,1,,1,,1,1,1,1,,1,,1,1,,1,,,,,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Protective Association,,1707 North Halsted Street,,Chicago,IL,60614,,Cook,312-440-1203,,312-698-6933,,http://www.jpachicago.org,41.913037,-87.647986,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,1,,,,,,,,1,,,,1,,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,1,1,,1,,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Story Counseling,,655 West Irving Park Road,Suite 204,Chicago,IL,60613,,Cook,773-528-1777,,,773-598-7797,http://www.mychicagotherapist.com,41.954296,-87.647031,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,1,,,1,,,,,,1,1,1,1,1,,1,1,1,,1,,1,,,,,,1,1,,,1,1,1,,1,,,1,,,,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office of Applied Psych Servs (OAPS),,1007 West Harrison Street,"Room 3011-A, M/C 285",Chicago,IL,60607,,Cook,312-996-2540,,,,http://psch.uic.edu/psychology/programs/clinical/clinic,41.8738082,-87.6529052,MH,2018-02-05 16:01:43.491,1,,,,,,1,,,1,1,,1,1,1,1,1,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tenet Weiss Memorial Hospital,,4646 North Marine Drive,,Chicago,IL,60640,,Cook,773-878-8700 x5700,,773-564-5700,,http://www.weisshospital.com,41.966776,-87.6494472,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Lakeshore Hospital,,4840 North Marine Drive,,Chicago,IL,60640,7860,Cook,773-878-9700,,,,http://www.chicagolakeshorehospital.com/,41.970165,-87.650103,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,,1,1,1,,,1,1,,,1,1,,,,,1,,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,1,,1,1,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,
Chicago Lakeshore Hospital,Childrens Pavilion,4720 North Clarendon Street,,Chicago,IL,60640,,Cook,773-878-9700,,773-313-4400,,http://www.chicagolakeshorehospital.com,41.9679963,-87.6503079,MH,2017-02-27 11:25:37,1,1,,,,,,,,,,1,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,,1,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Advocate Illinois Masonic Medical Ctr,Behavioral Health Services,836 West Wellington Avenue,,Chicago,IL,60657,,Cook,773-296-5950,Intakes,773-296-1600,,http://,41.936793,-87.651935,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,,,,1,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,1,,,,1,1,,1,1,,,,1,,,,,,1,,,,1,,,,,,,,,1,1,,,,,1,1,1,1,1,1,,1,1,,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Community Family Service Center,Catholic Charities,1100 South May Street,2nd Floor,Chicago,IL,60607,,Cook,312-733-5661,,312-602-1467,,http://www.catholiccharities.net/,41.8682458,-87.6554177,MH,2018-03-26 10:51:33.522,1,,,,,,,1,,1,1,1,1,,1,,1,1,,,,1,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advocate Illinois Masonic,Behavioral Health Services,938 West Nelson Street,,Chicago,IL,60657,,Cook,773-296-3220,,,,http://www.advocatehealth.com/immc/behavioralhealth,41.937187,-87.652975,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,,1,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Thorek Memorial Hospital,,850 West Irving Park Road,,Chicago,IL,60613,,Cook,773-525-6780,,773-975-6735,,http://thorek.org,41.954532,-87.652249,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,1,1,1,1,1,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,,1,1,,1,,1,1,1,,,,1,,,1,1,1,1,,,,,1,,,1,,,,,,,,,1,1,,1,1,1,,,,,
Lawrence Center for Outpatient Servs,,850 West Lawrence Avenue,,Chicago,IL,60640,,Cook,773-907-4622,,,,http://www.chicagolakeshorehospital.com,41.969402,-87.652083,MH,2017-02-27 11:25:37,1,,,,,,,,1,,,1,1,,,1,,,,1,,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Home for Boys/Girls,Hay Campus,1140 West Jackson Boulevard,,Chicago,IL,60607,2906,Cook,312-738-7560,,,,http://www.mercyhome.org,41.8779878,-87.6559377,MH,2017-02-27 11:25:37,1,,,,1,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,1,1,1,,,1,,,1,1,1,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
DePaul Family and Community Servs,,2219 North Kenmore Avenue,Suite 300,Chicago,IL,60614,,Cook,773-325-7780,,,,http://csh.depaul.edu/about/centers-and-institutes/dfcs/pages/default.aspx,41.922322,-87.6544751,MH,2018-03-30 13:39:49.209,1,,,,,,,1,,1,1,1,1,,1,,1,,,1,,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UChicago Medicine Ingalls Memorial,Behavioral Health,1 Ingalls Drive,,Harvey,IL,60426,,Cook,708-915-6411,,,,http://www.ingalls.org,41.6074558,-87.6596073,MH,2018-07-24 15:32:36.178,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,1,1,1,,,1,,,,1,,,1,1,1,1,1,1,1,,1,1,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland Alliance Health,,1015 West Lawrence Avenue,,Chicago,IL,60640,,Cook,773-275-2586,,312-489-6969,,http://www.heartlandalliance.org/,41.9689469,-87.6553926,MH,2018-10-01 12:31:03.469,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,,,1,,,1,1,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,1,,,,,1,1,,1,,1,,1,,1,1,1,1,1,,1,,1,1,,1,,1,1,1,1,1,,1,,1,,,1,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,1,,,,,,
Grand Prairie Services,,450 West Lincoln Highway,,Chicago Heights,IL,60411,,Cook,708-503-9670,,866-477-8632,,http://www.gpsbh.org,41.5057492,-87.6622662,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,,,,1,1,1,,,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,1,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Prairie Services,Emergency Behav Healthcare Ctr,1909 Cheker Square,,Hazel Crest,IL,60429,,Cook,708-331-0500,,,866-477-8632,http://GPSBH.ORG,41.573036,-87.6643484,MH,2018-05-14 11:21:14.302,1,,,1,,,,,,1,,1,1,,1,,,,,1,,1,,,,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Human Services of Chicago Inc,,4753 North Broadway Street,Suite 700,Chicago,IL,60640,4995,Cook,773-293-8430,,773-293-8443,,http://www.ahschicago.org/,41.9686704,-87.6592259,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,1,,1,,,,1,,,,,,1,,,,1,,1,,,1,,,,1,,1,1,,,,,1,1,1,1,,,,,,1,,,1,,,,1,,1,,1,1,1,,1,1,1,,,,,
Samaritan Center,Martin County Office,200 South JFK Avenue,,Loogootee,IN,47553,,Martin,812-295-3090,,812-886-6800,,http://www.gshvin.org,38.676055,-86.913606,MH,2018-05-30 10:01:52.19,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,1,1,,,,,,1,,,,,1,,,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,1,,,1,,1,1,,,,,1,1,,1,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comm Counseling Center of Chicago,C4 Clark/Adult and Children/Call Ctr,4740 North Clark Street,,Chicago,IL,60640,,Cook,773-769-0205,,,,http://c4chicago.org,41.9680468,-87.6677068,MH,2018-07-10 11:03:37.577,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Trilogy Inc,,1400 West Greenleaf Avenue,,Chicago,IL,60626,,Cook,773-508-6100,,,773-382-4060,http://www.trilogyinc.org,42.010338,-87.665834,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,,,,,,1,1,1,1,,1,1,1,1,,1,,,1,,,,,,,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro South Medical Center,,12935 South Gregory Street,,Blue Island,IL,60406,,Cook,708-824-4774,,,,http://www.metrosouthmedicalcenter.com,41.658019,-87.677373,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,,1,,,,,1,,1,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,1,,1,,,1,1,1,1,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Methodist Hospital of Chicago,,5025 North Paulina Street,,Chicago,IL,60640,2772,Cook,773-271-9040 x1334,,773-271-9040 x1445,,http://bethanymethodist.org,41.9732053,-87.6708106,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,,,1,,1,,1,,,1,,1,,,1,,,,,,,,1,1,1,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pilsen Wellness Center Inc,Sergeant Lara Center,2316 South Damen Avenue,,Chicago,IL,60608,,Cook,773-927-6987,,,773-579-0832,http://www.pilsenwellnesscenter.org,41.8497407,-87.6757738,MH,2017-02-27 11:25:37,1,,,1,,,,,,1,,1,1,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,,1,,,,,,,,1,1,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pilsen Wellness Center Inc,Outpatient Recovery Center (ORC),2015 West Cermak Road,,Chicago,IL,60608,,Cook,773-890-0645,,,,http://www.pilsenwellnesscenter.org,41.851922,-87.676508,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,1,,1,1,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Family Services,,13136 South Western Avenue,,Blue Island,IL,60406,,Cook,708-974-5800,,708-974-2300,,http://metrofamily.org,41.639154,-87.679076,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,,,,1,,1,,,1,,,,,1,1,1,,,,1,1,1,,,,,,,,1,,1,,1,,1,,,,1,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,Luce County,14126 County Road 428 West,,Newberry,MI,49868,,Luce,906-293-3284,,888-906-9060,,http://pathwaysup.org,46.332324,-85.495993,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,,,,,,1,1,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,,,,,1,1,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health and Clinical Servs,Outpatient Behavioral Health Services,2454 West 71st Street,,Chicago,IL,60629,,Cook,773-918-6100,,,,http://www.adasmckinley.org,41.764774,-87.685535,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,,,1,,1,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Trilogy Behavioral Healthcare,45th and Western ,4534 South Western Avenue,,Chicago,IL,60609,,Cook,773-254-5141,,773-382-4060,,http://,41.8109562,-87.6848787,MH,2018-01-26 11:17:03.084,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,,1,1,1,,1,,1,,,,1,,,,,,1,1,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
